2018-11-25 17:33:46,989 Programm gestarted
2018-11-25 17:33:50,847  128- 113
2018-11-25 17:33:54,393  368- 121
2018-11-25 17:33:57,494  368- 558
2018-11-25 17:33:59,114  365- 671
2018-11-25 17:34:00,142  369- 673
2018-11-25 17:34:03,027  366- 447
2018-11-25 17:34:04,154  373- 454
2018-11-25 17:34:06,039  605- 560
2018-11-25 17:34:07,899  134- 558
2018-11-25 17:34:09,732  606- 339
2018-11-25 17:34:10,907  608- 343
2018-11-25 17:34:12,893  133- 337
2018-11-25 17:34:13,907  134- 343
